round,:,55
223892.51558681997,465.8064385145419,441.75766543000003
223842.60394054995,461.8290666510567,648.62892433
-,-,-
round,:,58
138166.97500941,452.8957296829234,376.42993350000006
138166.97500941,449.12595766663753,441.75766543000003
138137.27548302998,440.6014481837201,478.62483077
-,-,-
round,:,61
256898.38997778,434.662696472893,441.75766543000003
256835.56293420002,424.9847943542361,817.17325729
-,-,-
round,:,62
158976.87115111004,413.3791574036642,441.75766543000003
158969.21457276004,403.18203768207417,785.74290164
-,-,-
round,:,64
171059.05628778008,440.0600813455248,441.75766543000003
171056.17067753006,434.56986736314866,736.70826959
-,-,-
round,:,65
228084.00458793997,476.4816309861896,441.75766543000003
228010.80357610996,472.45768931679413,553.5732603
-,-,-
round,:,67
235678.88378501008,515.508225453689,441.75766543000003
235641.25637803006,505.1089243753736,562.48874846
235608.79428099006,498.3483791144741,817.17325729
-,-,-
round,:,71
254906.50086226003,435.4644947655506,817.17325729
254895.43975799,431.5699608548868,927.0566318499999
-,-,-
round,:,73
277408.19811864995,457.49276695614776,840.60270331
277397.3173036499,452.76492284587795,1002.78304957
277397.31730364996,450.9296369494877,1046.68597324
-,-,-
round,:,74
186369.96001559,520.3711370352985,840.60270331
186321.24531052998,509.80819023684506,861.76373355
-,-,-
round,:,75
268283.4351769299,511.40612201774707,836.99048897
268283.4351769299,508.7984942112986,1022.10520911
268176.7919743599,506.1620188852187,1073.46903566
-,-,-
round,:,77
298121.11003534996,524.3743755121961,1095.86496898
298104.03045257,522.0450292312057,1193.6636567799999
-,-,-
round,:,79
281839.46772571,532.7738927304788,1095.86496898
281800.75759704993,530.1177033587093,1101.1429897599999
-,-,-
round,:,81
272005.03629399993,491.0039136619032,1095.86496898
271990.52901179,483.26329074016667,1101.1429897599999
271987.67717393994,481.31657580675505,1178.81086742
271944.26963237,480.54201489025786,1225.41173711
271898.60404408997,482.9593288601363,1243.84345927
-,-,-
round,:,86
204795.2902457799,405.58270672939244,1095.86496898
204696.6048804799,401.1939649774693,1220.0137475800002
-,-,-
round,:,90
207034.32409510997,413.76000934448774,1060.32023817
206982.41726381998,413.2397689341884,1209.2497267099998
-,-,-
round,:,92
185665.12946372005,436.54793790356763,1180.27375163
185514.42306333003,432.62969350931434,1272.2149723
-,-,-
round,:,95
314424.57213433995,481.5674726313397,1426.4051874299998
314346.6784435999,468.152215952073,1457.39280997
-,-,-
round,:,97
298176.21273899986,473.60976924394384,1426.4051874299998
298098.48986898985,466.3747281999315,1559.6888447000001
-,-,-
round,:,99
347391.99532088015,475.7115239820969,1426.4051874299998
347314.4895008601,474.84373430571395,1587.87379508
347314.4895008601,473.602525165916,1655.8918559699998
347028.53851663007,472.64314116667543,1702.77174543
346969.2695327401,463.8608804528238,1725.90390386
346960.8661241901,463.05428533281747,1731.9664667099998
346960.86612419016,462.24337141500325,1755.11507913
-,-,-
round,:,101
341661.3002865202,512.3984716542936,1426.4051874299998
341631.6381331602,505.23504708394927,1702.77174543
-,-,-
round,:,105
294830.35683523,575.7728076724835,1409.54234322
294809.98082809,568.4045833025754,1415.93964121
294739.21302764,565.8944952840272,1426.4051874299998
294653.30379907,554.74922932557,1702.77174543
-,-,-
round,:,107
345058.17588409997,513.328951200702,1409.54234322
345058.08962748,505.759582282464,1426.4051874299998
-,-,-
round,:,120
277086.80272485,508.8145789973069,1687.04429209
277072.65705212,506.98720251765843,1884.27078261
-,-,-
round,:,121
352126.1647874901,458.6656459006352,1772.46110505
352034.74198803003,451.7558796772924,2027.21975678
-,-,-
round,:,122
257848.76563495002,459.5864739806117,1919.4663588900005
257826.04277068004,453.9113406082196,1969.00008101
-,-,-
round,:,55
223892.51558681997,465.8064385145419,441.75766543000003
223842.60394054995,461.8290666510567,648.62892433
-,-,-
round,:,58
138166.97500941,452.8957296829234,376.42993350000006
138166.97500941,449.12595766663753,441.75766543000003
138137.27548302998,440.6014481837201,478.62483077
-,-,-
round,:,61
256898.38997778,434.662696472893,441.75766543000003
256835.56293420002,424.9847943542361,817.17325729
-,-,-
round,:,62
158976.87115111004,413.3791574036642,441.75766543000003
158969.21457276004,403.18203768207417,785.74290164
-,-,-
round,:,64
171059.05628778008,440.0600813455248,441.75766543000003
171056.17067753006,434.56986736314866,736.70826959
-,-,-
round,:,65
228084.00458793997,476.4816309861896,441.75766543000003
228010.80357610996,472.45768931679413,553.5732603
-,-,-
round,:,67
235678.88378501008,515.508225453689,441.75766543000003
235641.25637803006,505.1089243753736,562.48874846
235608.79428099006,498.3483791144741,817.17325729
-,-,-
round,:,71
254906.50086226003,435.4644947655506,817.17325729
254895.43975799,431.5699608548868,927.0566318499999
-,-,-
round,:,73
277408.19811864995,457.49276695614776,840.60270331
277397.3173036499,452.76492284587795,1002.78304957
277397.31730364996,450.9296369494877,1046.68597324
-,-,-
round,:,74
186369.96001559,520.3711370352985,840.60270331
186321.24531052998,509.80819023684506,861.76373355
-,-,-
round,:,75
268283.4351769299,511.40612201774707,836.99048897
268283.4351769299,508.7984942112986,1022.10520911
268176.7919743599,506.1620188852187,1073.46903566
-,-,-
round,:,77
298121.11003534996,524.3743755121961,1095.86496898
298104.03045257,522.0450292312057,1193.6636567799999
-,-,-
round,:,79
281839.46772571,532.7738927304788,1095.86496898
281800.75759704993,530.1177033587093,1101.1429897599999
-,-,-
round,:,81
272005.03629399993,491.0039136619032,1095.86496898
271990.52901179,483.26329074016667,1101.1429897599999
271987.67717393994,481.31657580675505,1178.81086742
271944.26963237,480.54201489025786,1225.41173711
271898.60404408997,482.9593288601363,1243.84345927
-,-,-
round,:,86
204795.2902457799,405.58270672939244,1095.86496898
204696.6048804799,401.1939649774693,1220.0137475800002
-,-,-
round,:,90
207034.32409510997,413.76000934448774,1060.32023817
206982.41726381998,413.2397689341884,1209.2497267099998
-,-,-
round,:,55
223892.51558681997,465.8064385145419,441.75766543000003
223842.60394054995,461.8290666510567,648.62892433
-,-,-
round,:,58
138166.97500941,452.8957296829234,376.42993350000006
138166.97500941,449.12595766663753,441.75766543000003
138137.27548302998,440.6014481837201,478.62483077
-,-,-
round,:,61
256898.38997778,434.662696472893,441.75766543000003
256835.56293420002,424.9847943542361,817.17325729
-,-,-
round,:,62
158976.87115111004,413.3791574036642,441.75766543000003
158969.21457276004,403.18203768207417,785.74290164
-,-,-
round,:,64
171059.05628778008,440.0600813455248,441.75766543000003
171056.17067753006,434.56986736314866,736.70826959
-,-,-
round,:,65
228084.00458793997,476.4816309861896,441.75766543000003
228010.80357610996,472.45768931679413,553.5732603
-,-,-
round,:,67
235678.88378501008,515.508225453689,441.75766543000003
235641.25637803006,505.1089243753736,562.48874846
235608.79428099006,498.3483791144741,817.17325729
-,-,-
round,:,71
254906.50086226003,435.4644947655506,817.17325729
254895.43975799,431.5699608548868,927.0566318499999
-,-,-
round,:,73
277408.19811864995,457.49276695614776,840.60270331
277397.3173036499,452.76492284587795,1002.78304957
277397.31730364996,450.9296369494877,1046.68597324
-,-,-
round,:,74
186369.96001559,520.3711370352985,840.60270331
186321.24531052998,509.80819023684506,861.76373355
-,-,-
round,:,75
268283.4351769299,511.40612201774707,836.99048897
268283.4351769299,508.7984942112986,1022.10520911
268176.7919743599,506.1620188852187,1073.46903566
-,-,-
round,:,77
298121.11003534996,524.3743755121961,1095.86496898
298104.03045257,522.0450292312057,1193.6636567799999
-,-,-
round,:,79
281839.46772571,532.7738927304788,1095.86496898
281800.75759704993,530.1177033587093,1101.1429897599999
-,-,-
round,:,81
272005.03629399993,491.0039136619032,1095.86496898
271990.52901179,483.26329074016667,1101.1429897599999
271987.67717393994,481.31657580675505,1178.81086742
271944.26963237,480.54201489025786,1225.41173711
271898.60404408997,482.9593288601363,1243.84345927
-,-,-
round,:,86
204795.2902457799,405.58270672939244,1095.86496898
204696.6048804799,401.1939649774693,1220.0137475800002
-,-,-
round,:,90
207034.32409510997,413.76000934448774,1060.32023817
206982.41726381998,413.2397689341884,1209.2497267099998
-,-,-
round,:,92
185665.12946372005,436.54793790356763,1180.27375163
185514.42306333003,432.62969350931434,1272.2149723
-,-,-
round,:,95
314424.57213433995,481.5674726313397,1426.4051874299998
314346.6784435999,468.152215952073,1457.39280997
-,-,-
round,:,97
298176.21273899986,473.60976924394384,1426.4051874299998
298098.48986898985,466.3747281999315,1559.6888447000001
-,-,-
round,:,99
347391.99532088015,475.7115239820969,1426.4051874299998
347314.4895008601,474.84373430571395,1587.87379508
347314.4895008601,473.602525165916,1655.8918559699998
347028.53851663007,472.64314116667543,1702.77174543
346969.2695327401,463.8608804528238,1725.90390386
346960.8661241901,463.05428533281747,1731.9664667099998
346960.86612419016,462.24337141500325,1755.11507913
-,-,-
round,:,101
341661.3002865202,512.3984716542936,1426.4051874299998
341631.6381331602,505.23504708394927,1702.77174543
-,-,-
round,:,105
294830.35683523,575.7728076724835,1409.54234322
294809.98082809,568.4045833025754,1415.93964121
294739.21302764,565.8944952840272,1426.4051874299998
294653.30379907,554.74922932557,1702.77174543
-,-,-
round,:,107
345058.17588409997,513.328951200702,1409.54234322
345058.08962748,505.759582282464,1426.4051874299998
-,-,-
round,:,120
277086.80272485,508.8145789973069,1687.04429209
277072.65705212,506.98720251765843,1884.27078261
-,-,-
round,:,121
352126.1647874901,458.6656459006352,1772.46110505
352034.74198803003,451.7558796772924,2027.21975678
-,-,-
round,:,122
257848.76563495002,459.5864739806117,1919.4663588900005
257826.04277068004,453.9113406082196,1969.00008101
-,-,-
round,:,123
386191.29731134,509.75187528386107,2216.4480358799997
386150.53262653,505.86478577833265,2240.71548325
-,-,-
round,:,124
323746.08555436006,509.8721960572403,2029.0322831100002
323705.49475674005,507.6403351226557,2054.7452865200003
-,-,-
round,:,125
406211.93979078,479.0699178302092,2351.97117658
406209.71694272006,469.4578304028886,2434.2544002100003
406052.61705245,465.6509242492484,2463.67650959
-,-,-
round,:,129
394396.21462747006,486.8973217688686,2127.5377884
394303.4127438301,480.945575214523,2303.67123558
394273.8039892901,476.67169568585535,2319.95477126
394200.8995207401,467.51821103643175,2423.07338841
393536.8225090601,467.86346427193513,2512.24483462
393036.06579075,467.2931295443152,2523.38927915
-,-,-
round,:,130
294420.8914643799,483.5521262687016,2242.11006843
294359.64378971996,474.9607384920709,2282.32149353
-,-,-
round,:,133
511057.35153512016,432.8223821689781,1848.8763710500002
511045.3017392601,427.4311330798434,2229.2200480900005
-,-,-
round,:,134
309206.49988856,562.6593264509885,2121.1716471
309206.27085828996,557.8901691902513,2150.7355369
-,-,-
round,:,137
353576.48870716,565.796637789421,2448.87188191
353413.95021954,564.4302048513483,2456.47893156
-,-,-
round,:,141
448933.20460380986,478.24028346387394,2592.57228076
448933.20460380986,475.2313582604766,2619.5112742700003
448933.2046038098,470.9526255447462,2654.3102851500003
448933.2046038098,468.32207288749936,2684.20643777
448829.4490569898,466.81440114678986,2746.0112982900005
-,-,-
round,:,143
415379.2783218,568.660442138122,2574.17906713
415378.51959463995,560.1883324097346,2695.05487678
415378.51959463995,558.2054690383994,2746.0112982900005
-,-,-
round,:,145
409321.88364521007,479.64389293512556,2746.0112982900005
409260.4247368701,479.2062928646539,2753.95660402
-,-,-
round,:,150
441439.0861245699,498.80349123190877,2179.36994413
441420.0275466998,496.2174332666505,2318.18690131
-,-,-
round,:,151
461029.93221564003,526.9973281247586,2475.69903436
461029.93221564003,524.925958821648,2512.24483462
461029.93221564003,498.082566589218,2586.41925196
460979.33026459004,494.7359960534283,2742.16289882
-,-,-
round,:,153
449827.95140099025,527.94892874041,2512.24483462
449822.20910411025,522.061512957415,2753.95660402
-,-,-
round,:,155
513159.9709885298,499.4515312352102,2638.20025302
513105.8288001598,498.0985798689435,2753.95660402
-,-,-
round,:,165
492294.1172188801,591.4437907931609,2786.0787652299996
492240.08199999004,589.1499369382163,2841.85255526
-,-,-
round,:,167
453017.7113197199,509.93754308956295,2786.0787652299996
452999.2611379499,501.4261265828654,3011.5931651499995
-,-,-
round,:,173
568753.6011336404,583.247199224216,2786.0787652299996
568752.2265184304,580.8614677128917,3011.5931651499995
-,-,-
round,:,175
435226.15237507,577.2506139083719,2786.0787652299996
435226.15237506997,566.824027061139,3126.92245651
-,-,-
round,:,179
465344.4511220199,566.0805962442311,3313.99165991
465344.4511220199,548.3021999717204,3402.1350482300004
465338.33092590986,541.4422549379541,3556.80920838
465325.3727657099,536.9131010979138,3557.53698081
465307.78392254986,534.9497295178023,3615.5201123899997
465307.7839225499,533.7590427726763,3628.23433819
465305.5610744899,532.8032469685945,3631.83980638
465305.5610744899,530.7374566882497,3732.6504397999997
465305.5610744899,527.8740339936156,3781.99567051
465303.9447418099,517.4328763961383,3787.8033003999994
465303.9447418099,514.2860582400367,3829.0754005299996
465303.94474180986,513.8339075000794,3834.0608042199997
-,-,-
round,:,181
490828.26774963,530.4174433476566,3428.96958855
490826.65141695,523.7967768575861,3628.23433819
490826.65141695,517.3847259342807,3650.8120907900006
490803.72535630997,503.1164967907123,3732.6504397999997
490803.72535631,506.03663653833144,3781.99567051
490802.10902363004,486.70389479866685,3836.5110504
-,-,-
round,:,183
489789.90846817003,458.4487122046401,3628.23433819
489789.90846817003,445.4492565964684,3781.99567051
489788.29213549016,430.0730753059856,3857.55457429
489729.96215943,429.77252778395757,3883.34488105
-,-,-
round,:,189
567365.05833955,509.49545572453604,3628.23433819
567353.77484966,507.4448717806296,3637.03963943
567352.15851698,501.4894767376818,3764.4159361900006
-,-,-
round,:,190
451959.78925336,484.8800167067924,3472.9502246300003
451958.7538178499,483.9533169929485,3568.549140739999
-,-,-
round,:,192
441016.4496039801,511.2858280658353,3429.28476337
441011.46989727014,504.984968282189,3628.23433819
441011.46989727014,493.132493863537,3764.4159361900006
-,-,-
round,:,193
627953.5829906102,510.1097557846488,3764.4159361900006
627953.5829906103,506.89787763971384,3799.4105033399997
-,-,-
round,:,194
473105.5770534098,533.6024270012266,3741.15652883
472989.73079656984,510.72151884207193,3764.4159361900006
472989.73079656984,504.63487669194495,3798.8006013500003
-,-,-
round,:,195
627067.6149746297,549.7200660368218,3536.04707631
627067.6149746297,541.8318045929577,3741.15652883
626956.2144139097,537.7310838958147,3753.35569462
626894.6266676998,536.1457621882602,3764.4159361900006
626894.6266676999,530.2732314906981,3799.4105033399997
-,-,-
round,:,199
678913.4264327502,533.5979653920276,3557.53698081
678875.3611341901,525.85391272061,3741.15652883
678875.36113419,525.449258445423,3774.2361500499997
-,-,-
round,:,200
447670.13682765985,569.2279478345414,3557.53698081
447642.85399399983,554.3127308850534,3727.75649463
447556.9447654298,518.0577502029422,3767.2259843199995
447556.94476542977,504.0271759070755,3774.2361500499997
-,-,-
round,:,203
656190.9332499399,505.5568188388242,3727.75649463
656135.81562022,501.98963025717785,3857.55457429
-,-,-
round,:,205
462626.73498272995,424.52198441863237,3857.55457429
462614.56260062,409.1359436608169,4052.5156923300005
462531.23031025997,406.9639153057317,4254.39975068
-,-,-
round,:,208
463942.05979095015,495.1961598709218,3857.55457429
463933.3083459202,475.6851906397685,4126.713149079999
-,-,-
round,:,211
574634.71390966,547.3426810591409,3857.55457429
574571.9382374799,546.027930146631,4103.486498480001
-,-,-
round,:,212
522424.1528324,569.1779719005433,3857.55457429
522363.60000828,557.882080578702,4110.58305395
522298.88492629,550.2040418196187,4320.7328232400005
522219.53687419003,544.248523949294,4438.1785481100005
522219.53687419003,540.961718276966,4482.40387966
522101.34997717006,537.8394595971781,4489.33941027
-,-,-
round,:,213
527563.2500219599,578.9071807976566,3857.55457429
527500.4743497799,569.2173099371906,4048.18911702
527500.4743497799,565.515636947617,4133.518220370001
-,-,-
round,:,214
544794.40575671,532.6913595999569,3857.55457429
544731.63008453,524.0757601585104,4048.18911702
-,-,-
round,:,215
606665.79124405,543.6903700290814,3857.55457429
606603.0155718699,538.5327070931787,4245.835105980001
-,-,-
round,:,217
652691.4955498996,557.1471380057586,3857.55457429
652633.1655738396,541.1094117301301,4526.38568475
652630.9427257796,538.1629297656127,4551.99999662
652630.9427257796,531.4025881634215,4566.81533224
-,-,-
round,:,219
622519.3831570403,510.4138514947716,3857.55457429
622478.4436458802,500.8600746708982,4109.07629517
622456.6074848602,499.04138501575073,4359.1748400900005
-,-,-
round,:,220
520734.8905381099,577.1166268013939,3767.2259843199995
520728.7703419999,569.3674750161663,3857.55457429
520668.21751787985,564.660333932953,4076.7785316799996
-,-,-
round,:,221
586035.98009421,550.9225501564907,3857.55457429
585977.6501181499,538.6899155741181,4282.0408497
585891.74088958,535.5246059603124,4496.46075789
-,-,-
round,:,223
559556.4971544398,589.4416282303573,4282.0408497
559475.0336219898,584.437588047889,4495.337656770001
-,-,-
round,:,224
517197.71713808,584.832808716605,4282.0408497
517111.80790951,579.1518667593281,4495.337656770001
-,-,-
round,:,227
481057.23181054974,483.6441761396813,4806.057368889999
480986.7527387198,484.79708014615005,4825.75065379
-,-,-
round,:,231
589132.0648601499,527.2470704476749,4663.949825400002
589096.0543710698,517.4369381367068,4748.967079610001
-,-,-
round,:,232
455804.2161851401,468.03564473890304,4705.30343841
455770.95600516006,466.6617541028815,4781.80049059
455762.5494609501,461.34434012368513,4847.10579583
-,-,-
round,:,233
680971.88773414,497.563063966578,4658.604816589999
680971.8877341399,478.30772523733947,5009.035203419999
-,-,-
round,:,235
663461.96122966,536.9604704315931,4579.8107649700005
663366.59519008,535.4403979733007,4650.59698725
-,-,-
round,:,237
664084.10071034,601.3565961532493,4811.0642549
664041.79875466,596.1487097596467,5009.035203419999
-,-,-
round,:,238
578530.2115802901,528.6983171355956,4733.595532769999
578443.7715827601,523.8114862066606,4811.0642549
-,-,-
round,:,240
564067.5037942502,459.0831407628179,4765.38106824
564067.5037942502,445.73657029667663,4811.0642549
564057.9651593802,444.0078959676454,4972.8750818
564009.1216069602,446.6323514800352,4980.50894887
563933.1105549503,441.25781843573844,5026.86284368
-,-,-
round,:,55
223892.51558681997,465.8064385145419,441.75766543000003
223842.60394054995,461.8290666510567,648.62892433
-,-,-
round,:,56
108386.33142609001,430.3322572788044,627.03504779
108377.60497464999,420.4354855046501,627.2754109900001
-,-,-
round,:,57
202430.06666287,447.06466010059717,478.62483077
202386.76422915005,440.38603757493655,642.26753276
202351.07013779003,438.76287724187085,670.4786216699999
-,-,-
round,:,60
158773.08076413002,382.516482932961,745.6320291200001
158743.32588126,381.13541066823143,764.9559177000001
158735.57794869,381.15528515485596,769.71651892
158691.31091838,380.0912403093351,773.1179531799999
-,-,-
round,:,61
258231.92854565996,421.62991566590165,817.17325729
258210.52484067,416.2718395872435,859.8149185699999
258210.52484066994,415.5188647184691,954.6736514
-,-,-
round,:,64
170617.29862235006,427.9692940993248,817.17325729
170572.98967351002,425.17126806512925,894.10795213
-,-,-
round,:,67
235237.12611958006,502.29286427737816,562.48874846
235204.66402254006,495.44582895205906,817.17325729
235125.61327697005,488.1734800358414,903.32497354
235125.61327697005,481.7537136829619,906.81255875
-,-,-
round,:,68
186425.83403691015,388.11302049200845,808.95515541
186402.23257791015,380.70728498227356,817.17325729
-,-,-
round,:,69
278880.0444782101,483.80400971817227,817.17325729
278876.2485466001,483.25953823210546,896.4949906400001
278848.2668049701,480.86080912009834,903.32497354
278848.2668049701,469.1062201544827,906.81255875
278833.40976909007,468.8026793664292,935.87169493
278814.7507952101,461.72413502357256,975.07318783
-,-,-
round,:,71
255051.74166857003,433.85409741480413,817.17325729
255040.6805643,429.9451726342926,927.0566318499999
-,-,-
round,:,73
274702.7555905099,458.05271128347624,840.60270331
274691.87477550993,453.2639328478109,1002.78304957
274691.87477551,451.40424354012873,1046.68597324
-,-,-
round,:,74
182830.62371598,523.2285827685402,840.60270331
182781.90901092,512.4286132853438,861.76373355
-,-,-
round,:,75
263497.11225754995,512.5311355545194,836.99048897
263497.11225754995,509.8699729412717,1022.10520911
263390.4690549799,507.19328638250977,1073.46903566
-,-,-
round,:,77
297629.73053315,528.1407629352135,1095.86496898
297623.14456919004,526.5399257747761,1193.6636567799999
-,-,-
round,:,81
269432.21395798004,486.2244135166586,1101.1429897599999
269429.36212013,484.2596759293763,1178.81086742
269385.95457856,483.4869269091487,1225.41173711
269340.28899028,485.9369897891523,1243.84345927
-,-,-
round,:,90
208899.83046522998,409.9362764671024,1060.32023817
208847.92363394,409.4132918079237,1209.2497267099998
-,-,-
round,:,92
182104.40677199,436.29357239635124,1180.27375163
182072.46693121002,426.0146018316049,1272.2149723
-,-,-
round,:,95
310724.75097093993,474.90257764812077,1426.4051874299998
310646.8572801999,461.0849201364543,1559.4903361199997
310496.8523511099,458.96034824606164,1588.7015308699997
310480.9246459999,457.63753845091765,1687.9852108
310358.6857202199,458.79960007955833,1702.77174543
-,-,-
round,:,97
298653.8855801399,469.73770616353585,1426.4051874299998
298576.16271012987,462.44837680448535,1559.6888447000001
-,-,-
round,:,99
345566.85282747017,479.5283046926004,1426.4051874299998
345489.3470074501,478.66872445849674,1587.87379508
345489.3470074501,477.42797579229,1655.8918559699998
345146.0962975201,476.3180481701366,1702.77174543
345086.8273136301,467.542906940904,1725.90390386
345078.4239050801,466.73733018239335,1731.9664667099998
345078.4239050801,465.92663243977853,1755.11507913
-,-,-
round,:,101
346886.1994798202,500.4018937219525,1426.4051874299998
346856.53732646024,493.1789729293711,1702.77174543
-,-,-
round,:,105
298127.98776169005,574.9833221245216,1409.54234322
298107.61175455,567.6758696606327,1415.93964121
298036.84395410004,565.1917371876675,1426.4051874299998
297950.93472553,554.1446752826388,1702.77174543
-,-,-
round,:,107
343578.50154534006,504.228139200498,1409.54234322
343578.41528872005,496.4569063520658,1426.4051874299998
-,-,-
round,:,120
282173.1238176101,495.93394081139223,1687.04429209
282158.9781448801,494.0952162731592,1884.27078261
-,-,-
round,:,121
358562.93931628007,470.96751076320726,1772.46110505
358471.51651682006,464.3725070096701,2027.21975678
-,-,-
round,:,123
381470.57128679,521.2414977765841,2216.4480358799997
381429.80660198,517.4003094923428,2223.97876937
381396.76708722004,515.9500964356906,2240.71548325
-,-,-
round,:,125
408338.6474973301,478.68261811854103,2351.97117658
408336.42464927013,469.14122438869884,2434.2544002100003
408179.3247590001,465.33599806151705,2452.64230186
408164.08353020006,463.10279634872296,2463.67650959
-,-,-
round,:,129
396842.47508955013,496.5519661682238,2127.5377884
396772.1220805901,490.27265825165364,2303.67123558
396742.51332605013,486.13320669267154,2319.95477126
396655.01387714007,481.03734712625175,2423.07338841
396157.0397907401,478.8509907858269,2452.64230186
396138.84404657007,474.45606195382794,2464.02178059
396127.67139915004,473.8756320148097,2512.24483462
395626.91468084004,473.00362680305426,2523.38927915
-,-,-
round,:,130
289511.06607349,498.25576565119997,2242.11006843
289449.81839883,489.75900845199914,2282.32149353
-,-,-
round,:,133
496431.2021106002,421.7978064910591,1848.8763710500002
496419.1523147401,416.07384555117136,2229.2200480900005
-,-,-
round,:,134
303718.8412498,535.1265225794209,2121.1716471
303718.61221953,529.9989909807276,2282.4084470200005
303370.81921368,525.7422372556729,2317.4801681500003
-,-,-
round,:,136
328660.86898285995,466.41220214628555,2242.11006843
328660.86898286,459.7799580715522,2442.8074907900004
-,-,-
round,:,137
345033.66334131,531.8685772123582,2448.87188191
344871.12485369,530.446136283355,2456.47893156
-,-,-
round,:,141
419301.7910957199,458.1958509077815,2592.57228076
419301.7910957199,454.8331395970412,2619.5112742700003
419301.79109571985,450.04512381073886,2654.3102851500003
419301.7910957198,447.09776517837486,2684.20643777
419198.03554889985,445.4036991255552,2770.79632986
-,-,-
round,:,143
422295.1510291199,553.8676985134094,2574.17906713
422294.39230196,545.2444141401198,2844.2823169000003
-,-,-
round,:,145
401705.36104617006,479.83524639940015,2574.17906713
401641.4403422501,471.76343567108097,2845.6097054199995
401579.9814339101,466.25328869590805,2885.4372548899996
-,-,-
round,:,149
398955.4036612399,473.42137101250637,2845.6097054199995
398955.4036612399,473.0825689196295,2885.4372548899996
398951.02278966986,470.37984463820976,2896.14449987
-,-,-
round,:,150
437164.4560280299,500.58977225098073,2512.24483462
437164.45602803,486.12585922891975,2759.15770772
-,-,-
round,:,153
477993.92010722024,489.98033392555266,2512.24483462
477988.17781034025,484.0009656679502,2786.0787652299996
-,-,-
round,:,155
500304.8926764301,503.4029091884865,2638.20025302
500250.7504880601,494.42251876833177,2786.0787652299996
-,-,-
round,:,165
481523.7077500701,608.3313985664228,2786.0787652299996
481469.67253118014,606.0549422892824,3017.82861424
-,-,-
round,:,167
480552.2452063401,513.8620349867604,2786.0787652299996
480533.79502457014,505.9371699749776,3038.8959674300004
480502.6801089301,501.64956793818254,3046.6676268499996
-,-,-
round,:,173
552254.2730902602,613.2634502496909,2786.0787652299996
552252.8984750502,606.3196609884902,3137.2176473900004
